user_id,total_revenue,currency,total_posts,average_schedule_seconds,total_twitter_post,total_facebook_post,total_pinterest_post,total_instagram_post,total_instagram_story,total_linkedin_post,total_tiktok_post,suggested_hashtags_count,suggested_time_count
9138345188800241201,,,,,,,,,,,,9,0
-1155149107290950313,,,,,,,,,,,,0,1
-1266791650887177609,49.00,usd,2,658803.0,0,0,0,2,0,0,0,0,1
-1351213380730335896,,,1,622815.0,1,0,0,0,0,0,0,,
-1357860063181512650,9.00,usd,1,244820.0,0,0,0,1,0,0,0,,
-1473318820147007475,38.00,usd,2,532827.0,0,0,1,1,0,0,0,0,1
-1556378550675077229,19.00,usd,3,336648.5,0,1,0,2,0,0,0,18,3
-1655491375380069358,9.00,usd,,,,,,,,,,38,2
-1708598104145668264,90.00,usd,2,,0,0,0,2,0,0,0,0,2
-1710897042795036402,,,1,219647.0,0,0,0,1,0,0,0,0,3
-175194573277174251,49.00,usd,,,,,,,,,,12,0
-1755577240024045709,,,,,,,,,,,,0,3
-1772456220977075090,50.00,usd,1,75609.0,0,0,0,1,0,0,0,6,1
-187025095841244818,0.73,usd,2,252024.5,0,1,0,1,0,0,0,34,5
-1881918443656848101,19.00,usd,2,18001.0,0,2,0,0,0,0,0,6,0
-1938369895275857944,50.00,usd,2,712850.0,0,1,1,0,0,0,0,48,0
-2127157036461836944,15.00,usd,1,,0,0,0,1,0,0,0,9,0
-2168308030886562008,58.00,usd,4,262825.5,0,0,0,4,0,0,0,30,0
-2181221356919015578,180.00,usd,2,298847.0,0,0,1,1,0,0,0,32,3
-2187750198146780703,,,1,,0,0,0,1,0,0,0,,
-2387852936764845982,70.00,usd,,,,,,,,,,0,2
-2409737495798022308,90.00,usd,,,,,,,,,,,
-2761950781048921774,,,3,192013.0,0,1,0,2,0,0,0,,
-2844799615821886337,19.00,usd,3,201638.0,0,1,0,2,0,0,0,0,2
-299026067173495196,9.00,usd,1,536443.0,0,0,0,1,0,0,0,3,0
-3053947989135840168,180.00,usd,3,217831.0,0,0,0,3,0,0,0,,
-3053983913004032409,,,1,36059.0,0,0,0,1,0,0,0,0,1
-3159982455788999830,9.00,usd,1,86452.0,0,0,0,1,0,0,0,20,0
-3200435480438159737,25.00,usd,2,291618.5,0,0,1,1,0,0,0,7,0
-3395771259982293788,18.00,usd,3,,0,0,1,2,0,0,0,0,1
-3472078414346664220,190.00,usd,1,,0,0,0,1,0,0,0,,
-3561509806768094688,19.00,usd,1,118806.0,0,0,0,1,0,0,0,11,0
-3652478724111540161,,,1,417641.0,0,0,1,0,0,0,0,5,1
-3713787924845200910,,,1,,0,0,0,1,0,0,0,,
-3767219131504085892,200.00,usd,2,399643.0,0,0,0,2,0,0,0,2,2
-3824808214094479470,19.41,usd,,,,,,,,,,,
-3917313581466260915,9.00,usd,1,,0,0,0,1,0,0,0,,
-4117418493397845475,,,1,666056.0,0,0,0,1,0,0,0,0,2
-4171574200032594905,9.00,usd,,,,,,,,,,15,3
-4876341401783567782,19.00,usd,,,,,,,,,,7,1
-5075513192950525806,90.00,usd,1,93625.0,0,0,0,1,0,0,0,6,1
-5079360451907569203,0.00,usd,1,471648.0,0,1,0,0,0,0,0,0,1
-5080867978217659973,0.00,usd,1,36047.0,0,1,0,0,0,0,0,1,0
-5194526460027179020,400.00,usd,3,205238.33333333334,0,1,0,2,0,0,0,18,1
-5544797658937124772,19.00,usd,2,455414.0,0,0,0,2,0,0,0,5,0
-5638448677024155912,190.00,usd,1,,0,0,0,1,0,0,0,0,1
-6108493558432262054,,,,,,,,,,,,0,1
-6192553514788443698,,,1,,0,0,1,0,0,0,0,,
-6196833425233526045,50.00,usd,1,558045.0,0,0,0,1,0,0,0,2,1
-6307231381815794832,,,,,,,,,,,,9,0
-6882044939929976370,150.00,usd,2,118816.0,0,0,0,2,0,0,0,5,0
-7065516805312968112,,,1,572448.0,0,0,0,1,0,0,0,0,2
-706845437893766041,15.00,usd,,,,,,,,,,0,2
-7124707919933086541,,,2,360008.0,0,0,0,2,0,0,0,7,1
-7217628606222459826,150.00,usd,1,,0,0,0,1,0,0,0,,
-7294413175724800413,,,2,360042.0,0,0,0,2,0,0,0,,
-7428647032613682481,,,,,,,,,,,,1,1
-7439690915912481811,,,,,,,,,,,,2,0
-7549466887536691178,,,3,455453.5,1,0,0,2,0,0,0,18,0
-7685250964853664111,90.00,usd,1,457256.0,0,0,0,1,0,0,0,,
-7787806260440531847,150.00,usd,1,100850.0,0,0,1,0,0,0,0,1,0
-7849769741998141672,15.00,usd,2,561602.0,0,1,0,1,0,0,0,0,3
-7903956122157650570,64.00,usd,,,,,,,,,,,
-8341378626822437944,,,,,,,,,,,,0,1
-8493617143074830380,30.00,usd,9,388382.625,0,4,0,5,0,0,0,0,1
-8534457356248853058,30.00,usd,1,342008.0,0,0,0,1,0,0,0,0,1
-85667075907824999,9.00,usd,1,486058.0,0,0,0,1,0,0,0,4,0
-8705309681240232501,19.00,usd,1,165603.0,0,0,0,0,1,0,0,13,1
-8946923880264870979,9.00,usd,2,7256.0,0,0,0,2,0,0,0,4,0
-8959557828793342348,71.66,usd,,,,,,,,,,9,0
-915186456162119991,30.00,usd,3,372624.5,0,0,1,2,0,0,0,11,0
-9158829411753432617,95.00,usd,,,,,,,,,,5,4
-9189414410584473367,,,3,442842.0,0,0,0,3,0,0,0,,
1146003171475301657,,,,,,,,,,,,0,1
116719650899323862,19.00,usd,4,529252.0,0,2,0,2,0,0,0,0,3
1480288918884181154,,,1,298811.0,0,0,0,1,0,0,0,,
1510187768843491038,25.00,usd,,,,,,,,,,0,1
1559436205949432517,19.00,usd,,,,,,,,,,8,0
1589391882939709127,29.00,usd,1,532843.0,0,0,0,1,0,0,0,2,0
1676342230902367733,1.30,usd,2,271822.5,0,1,0,1,0,0,0,36,1
170665516671163059,0.00,usd,,,,,,,,,,2,0
1771837248376536709,0.00,usd,1,,0,0,0,1,0,0,0,,
1990491171975093117,19.00,usd,,,,,,,,,,,
2112294730894773808,25.00,usd,,,,,,,,,,34,3
2145924525505982975,38.00,usd,,,,,,,,,,,
238660917934454328,38.00,usd,1,356444.0,0,0,0,1,0,0,0,0,2
2395382943544610033,19.00,usd,,,,,,,,,,,
2650470428108416238,,,2,302446.5,0,0,0,2,0,0,0,0,1
2718184850536934255,69.00,usd,1,486054.0,0,0,0,1,0,0,0,0,1
2727940337817017881,19.00,usd,,,,,,,,,,1,0
3016132118265553909,0.00,usd,3,520219.5,0,0,0,3,0,0,0,4,0
3018320557319409210,15.00,usd,,,,,,,,,,8,0
3096468176405700712,100.00,usd,4,220836.0,0,1,0,3,0,0,0,13,6
3191163841449973514,9.00,usd,1,,0,0,0,1,0,0,0,0,1
3326592357436658451,64.00,usd,,,,,,,,,,,
3393173679143306863,38.00,usd,2,387026.5,0,1,0,1,0,0,0,8,0
3433183978779973029,,,1,7224.0,0,0,0,1,0,0,0,7,1
3583106819636885747,,,1,612044.0,0,0,0,1,0,0,0,,
3698224048851674215,,,,,,,,,,,,3,0
4009579584280321605,30.00,usd,,,,,,,,,,16,1
4037142767984566513,183.69,usd,2,684019.5,0,1,0,1,0,0,0,0,2
4041059351762214293,,,,,,,,,,,,1,0
4151120707177266681,190.00,usd,3,687658.0,0,0,0,3,0,0,0,,
4158301708005890683,50.00,usd,2,622846.0,0,2,0,0,0,0,0,0,6
4238239208464252764,19.00,usd,,,,,,,,,,18,0
4238545107591321124,30.98,usd,,,,,,,,,,,
4513695893358048088,19.00,usd,1,,0,0,0,1,0,0,0,34,2
457086933009185835,19.00,usd,,,,,,,,,,1,1
4614084533687402187,,,1,594011.0,0,0,0,1,0,0,0,,
4649030017460916151,,,3,347434.5,0,0,1,2,0,0,0,10,2
4681916065775041515,9.00,usd,1,,0,0,0,1,0,0,0,,
4941973954508626818,,,1,651603.0,0,0,0,1,0,0,0,1,1
5025273336157635936,,,3,556835.3333333334,0,1,1,1,0,0,0,0,1
5080891344396892405,,,2,682223.5,0,1,0,1,0,0,0,,
5160823295638815829,,,,,,,,,,,,6,2
5274574150143770488,15.00,usd,2,459045.0,0,0,0,2,0,0,0,60,2
5296190245655804453,15.00,usd,2,316824.0,0,0,0,2,0,0,0,0,1
5388256009726370754,0.00,usd,,,,,,,,,,8,1
5391202625615032677,9.00,usd,2,,0,0,0,2,0,0,0,3,0
5644859098230453255,9.00,usd,,,,,,,,,,,
5814729657061937444,9.00,usd,,,,,,,,,,4,0
5857549863905390049,,,1,262817.0,0,0,0,1,0,0,0,3,2
594928147323178411,38.00,usd,,,,,,,,,,0,1
5991059338992576546,60.00,usd,4,170443.33333333334,0,1,1,2,0,0,0,0,1
6142595255109394631,30.00,usd,2,104450.0,0,1,0,1,0,0,0,11,2
6144270539237345136,19.00,usd,,,,,,,,,,12,0
6513109518816167306,9.00,usd,4,325852.0,0,2,0,2,0,0,0,6,2
6697754747411290625,,,1,,0,0,0,1,0,0,0,0,1
6800956769949471342,9.00,usd,,,,,,,,,,0,1
6855412340398495215,,,,,,,,,,,,5,0
7002506228554367139,9.00,usd,,,,,,,,,,,
7123036087204756540,,,3,201638.0,0,0,1,2,0,0,0,17,3
724452443620422641,147.00,usd,4,180044.5,0,1,0,3,0,0,0,6,1
7406928390954767234,58.00,usd,1,136804.0,0,0,0,1,0,0,0,0,3
7631119654244364971,,,2,468009.0,0,0,1,1,0,0,0,4,0
7646317932637099912,19.00,usd,,,,,,,,,,,
7696054937602377212,19.00,usd,2,262849.0,0,0,1,1,0,0,0,,
7860645705434746582,9.00,usd,4,348034.0,0,2,1,1,0,0,0,9,0
7960612275031067252,25.00,usd,1,97257.0,0,0,0,1,0,0,0,2,0
8031093853042237116,,,,,,,,,,,,7,0
8197761313204970318,190.00,usd,2,586835.0,0,0,0,2,0,0,0,5,1
8231691664406597280,,,1,194402.0,0,0,0,1,0,0,0,7,1
8253098249488052576,15.00,usd,,,,,,,,,,3,0
8566677073910545653,,,3,201631.0,0,0,0,3,0,0,0,,
8662256050824672113,19.00,usd,1,619215.0,0,0,0,1,0,0,0,,
875108364836350260,25.00,usd,1,,0,0,0,1,0,0,0,0,3
8769855932767442479,30.00,usd,1,25232.0,0,0,0,1,0,0,0,55,0
8797836725063577270,19.00,usd,1,511251.0,0,0,0,1,0,0,0,3,0
-1308713752362310780,18.00,usd,4,543619.0,1,1,0,2,0,0,0,10,2
-1493925854915438003,0.00,usd,2,151255.0,0,0,0,2,0,0,0,0,2
-1501585738581619733,9.00,usd,2,529234.0,0,1,0,1,0,0,0,14,0
-1712724296466704371,,,2,126000.0,0,1,0,1,0,0,0,0,1
-1820362895605147316,0.00,usd,5,501643.0,0,2,1,2,0,0,0,4,2
-1913792240029137882,,,1,,0,0,0,1,0,0,0,2,0
-2057954499920137364,19.00,usd,,,,,,,,,,0,4
-2105729974644341341,90.00,usd,,,,,,,,,,5,0
-2359512112092730090,,,,,,,,,,,,0,1
-2605893963378064414,,,,,,,,,,,,19,0
-2694809733488153830,19.00,usd,1,,0,0,0,1,0,0,0,20,0
-2737896718843076744,100.00,usd,1,705637.0,0,0,0,1,0,0,0,0,3
-2747707212893459852,15.00,usd,2,365415.0,0,0,0,2,0,0,0,14,1
-2788731934307063487,15.00,usd,1,68448.0,0,0,1,0,0,0,0,0,1
-2958699265233237247,20.00,usd,1,504035.0,0,0,0,1,0,0,0,3,0
-3057073211750160740,30.00,usd,4,64843.0,0,0,1,3,0,0,0,3,0
-3195920713937672850,190.00,usd,3,364847.0,0,1,0,2,0,0,0,2,2
-3196330258029797607,30.37,usd,1,698451.0,0,0,1,0,0,0,0,1,1
-3427364960870760381,19.00,usd,1,720030.0,0,0,0,1,0,0,0,0,2
-3477520267181938902,25.00,usd,1,662404.0,0,1,0,0,0,0,0,4,0
-3646239936081906938,,,2,457252.0,0,0,1,1,0,0,0,,
-3670143761224012371,16.32,usd,1,471656.0,0,1,0,0,0,0,0,0,2
-3976393827606733108,,,1,,0,0,0,1,0,0,0,0,1
-404400646842881280,7.46,usd,1,450009.0,0,0,0,1,0,0,0,4,3
-4127037269080759898,19.00,usd,4,412819.0,0,1,0,3,0,0,0,,
-4132745973542925000,0.57,usd,1,64841.0,0,1,0,0,0,0,0,6,0
-4142467191960428717,,,,,,,,,,,,0,1
-4153852901987960169,79.00,usd,,,,,,,,,,0,1
-437683352378053644,90.00,usd,2,597607.0,0,1,0,1,0,0,0,0,2
-4772366013164562460,98.00,usd,2,216049.0,0,2,0,0,0,0,0,23,1
-4854390198468028039,,,2,282644.0,0,1,0,1,0,0,0,0,2
-5041406069147144973,18.00,usd,1,316802.0,0,0,0,1,0,0,0,0,2
-5108787246282048906,9.00,usd,,,,,,,,,,2,0
-5167750845880727959,18.00,usd,2,428427.0,0,1,1,0,0,0,0,20,0
-5248838498980980113,,,1,601236.0,0,0,0,1,0,0,0,,
-5397445596541763764,9.00,usd,,,,,,,,,,5,0
-5462338646117354608,,,1,46853.0,0,0,0,1,0,0,0,,
-5483848572142281208,19.00,usd,1,,0,0,0,1,0,0,0,3,0
-5689961772271267672,19.00,usd,2,612016.0,0,0,0,2,0,0,0,1,4
-5738212399264505864,29.00,usd,1,266439.0,0,0,0,1,0,0,0,,
-5852664168113121071,,,1,32427.0,0,1,0,0,0,0,0,0,1
-5899494255241335655,,,2,343809.5,0,0,0,2,0,0,0,2,0
-5953005176385694835,29.00,usd,,,,,,,,,,,
-6030056077852188331,19.00,usd,,,,,,,,,,1,2
-6406517017249258091,190.00,usd,2,554427.0,0,1,0,1,0,0,0,0,1
-6585000220450097943,9.00,usd,,,,,,,,,,,
-6681231911912518625,34.00,usd,2,437442.5,0,0,0,2,0,0,0,20,3
-6724482533489298247,30.00,usd,1,579647.0,0,0,0,1,0,0,0,35,1
-6855762754451810671,100.00,usd,1,,0,0,0,1,0,0,0,25,1
-702985125711457804,180.00,usd,3,298835.0,0,2,0,1,0,0,0,14,1
-7187523504316426167,18.00,usd,2,558055.0,0,0,0,2,0,0,0,6,2
-7313713481872690207,9.00,usd,2,127850.0,0,0,0,2,0,0,0,0,1
-7458348408703817789,,,2,241244.0,0,1,0,1,0,0,0,,
-7552403830896172044,19.00,usd,,,,,,,,,,,
-7735672703722011858,,,4,288038.0,1,0,1,2,0,0,0,3,2
-7834171364089103806,9.00,usd,,,,,,,,,,5,0
-7925352055761946770,,,3,94834.66666666667,0,1,0,2,0,0,0,0,1
-7939655194471357220,19.00,usd,1,3648.0,0,0,0,1,0,0,0,,
-8026420025867665526,19.00,usd,,,,,,,,,,,
-8058606623558058286,0.00,usd,3,180042.5,0,1,0,2,0,0,0,0,2
-8574999052653253287,29.00,usd,,,,,,,,,,7,2
-8634353814358428012,19.00,usd,2,680451.0,0,0,0,2,0,0,0,10,1
-8650286009069429557,19.00,usd,1,410441.0,0,1,0,0,0,0,0,0,1
-8687305476977054949,9.00,usd,2,,0,0,0,2,0,0,0,4,0
-8730814734048945993,9.00,usd,,,,,,,,,,16,0
-8806314572603919430,,,4,308421.6666666667,0,0,1,3,0,0,0,2,0
-8818071314892586626,,,4,284442.0,0,0,0,4,0,0,0,31,1
-8845180188507029432,38.00,usd,2,,0,0,0,2,0,0,0,8,1
-8936613779977902384,9.00,usd,,,,,,,,,,,
-9110223292333091712,,,1,442831.0,0,0,0,1,0,0,0,0,1
-9191867625751789373,69.00,usd,1,,0,0,1,0,0,0,0,33,4
1193119400735096857,,,3,331227.0,0,0,1,2,0,0,0,0,1
1244434335534948353,,,1,183613.0,0,0,0,1,0,0,0,,
128306807981888192,30.00,usd,,,,,,,,,,5,0
1409068588665808149,,,3,367227.5,0,0,1,2,0,0,0,1,0
1547323202756005954,18.00,usd,2,516612.0,0,1,0,1,0,0,0,6,2
1799565456412762451,,,,,,,,,,,,9,1
1833833457236307617,45.00,usd,4,405925.5,0,1,0,3,0,0,0,8,1
198194384636687538,168.78,usd,1,82823.0,1,0,0,0,0,0,0,4,0
2192991984030319066,57.00,usd,3,271825.5,0,0,0,3,0,0,0,0,1
2359184520224597648,90.00,usd,3,332422.6666666667,0,0,0,2,1,0,0,3,0
2499216911229069063,0.00,usd,2,309603.5,0,0,1,1,0,0,0,14,0
2529190669627939934,19.00,usd,1,,0,1,0,0,0,0,0,7,0
2586539540252860057,19.00,usd,,,,,,,,,,11,1
2644071244408961124,,,1,568828.0,0,0,0,1,0,0,0,1,0
2900137657801010038,,,1,,0,0,0,1,0,0,0,7,0
2911307384038284503,38.00,usd,1,18018.0,0,1,0,0,0,0,0,1,1
2929713635417342479,25.00,usd,1,514844.0,0,0,0,1,0,0,0,0,2
294741501724799887,,,1,370810.0,0,0,0,1,0,0,0,,
2947937948220593837,,,,,,,,,,,,26,0
3053188151401209566,18.00,usd,3,666018.0,0,0,2,1,0,0,0,1,0
3265530322637182409,19.00,usd,1,187229.0,0,0,0,1,0,0,0,2,1
3292214629796522791,,,2,50454.0,0,0,0,2,0,0,0,52,1
3396950537001303333,18.00,usd,2,406802.0,0,1,0,1,0,0,0,3,1
3476503004204032660,,,1,115223.0,0,1,0,0,0,0,0,,
3613684857274471542,,,3,3605.0,0,0,1,2,0,0,0,4,1
3752772244993519385,5.21,usd,2,,0,0,0,2,0,0,0,3,1
3770877599850728566,18.00,usd,2,316838.0,0,0,0,2,0,0,0,,
3874930145071193291,50.00,usd,3,396032.0,0,0,0,3,0,0,0,0,2
3883268924945131669,19.00,usd,1,,0,0,0,1,0,0,0,28,2
3910065406819334329,30.00,usd,1,608404.0,0,1,0,0,0,0,0,0,3
3960142224066224182,25.00,usd,2,57624.0,0,0,0,2,0,0,0,15,2
4022730741726048505,19.00,usd,1,,0,0,0,1,0,0,0,8,0
4249070599960133830,210.00,usd,6,413135.0,0,1,2,3,0,0,0,8,1
4304815473220050867,90.00,usd,,,,,,,,,,12,0
435832044624096210,36.00,usd,4,400819.3333333333,0,1,0,3,0,0,0,13,1
4387447691459038548,,,1,,0,0,0,1,0,0,0,8,3
445809975598757473,49.00,usd,,,,,,,,,,,
4504923441014238360,19.00,usd,1,216052.0,0,0,0,1,0,0,0,1,0
4635900559514249500,,,3,329418.5,0,0,0,3,0,0,0,58,0
4914757345301803898,,,1,,0,0,0,1,0,0,0,,
5010685732050291349,19.00,usd,3,295233.0,0,0,0,3,0,0,0,12,1
5158968083664422634,90.00,usd,1,547245.0,0,0,0,1,0,0,0,5,6
57200642989689849,25.00,usd,4,54048.0,0,0,0,4,0,0,0,0,1
5818688414054444615,80.00,usd,4,532845.0,0,1,2,1,0,0,0,2,2
5901155043051248062,38.00,usd,1,360052.0,0,0,1,0,0,0,0,34,3
5919742487409631021,19.00,usd,2,,0,0,0,2,0,0,0,3,2
6067348533350864364,19.00,usd,1,183627.0,1,0,0,0,0,0,0,15,1
6176656476855804627,,,1,,0,0,0,1,0,0,0,0,2
6212486676651663781,19.00,usd,1,180024.0,0,1,0,0,0,0,0,2,1
6253326803511086407,,,1,,0,0,0,1,0,0,0,12,1
6377264112406509884,180.00,usd,6,458682.0,0,1,0,5,0,0,0,20,1
640978519710801009,9.00,usd,1,712805.0,0,1,0,0,0,0,0,,
6699948477929206075,,,1,673223.0,0,0,0,1,0,0,0,11,0
6796905701048201939,,,,,,,,,,,,2,2
6916898905361668736,38.00,usd,2,82849.0,0,1,0,1,0,0,0,3,2
7013061104941779521,38.00,usd,2,99027.5,0,0,1,1,0,0,0,9,1
701700998641827008,19.00,usd,3,417639.3333333333,0,0,2,1,0,0,0,66,2
7090572353977459098,19.00,usd,1,,0,0,0,1,0,0,0,15,0
7346644273291655204,75.00,usd,,,,,,,,,,,
7395070193581927950,18.00,usd,1,,0,1,0,0,0,0,0,0,1
7506724634572387350,9.00,usd,,,,,,,,,,6,1
7767935484990626612,29.00,usd,,,,,,,,,,3,0
7851964040799764171,9.00,usd,2,370833.5,0,1,0,1,0,0,0,0,3
799479628293659030,9.00,usd,1,489613.0,0,1,0,0,0,0,0,,
8267818293923721996,25.00,usd,1,,0,0,0,1,0,0,0,0,2
8353376614805958712,15.00,usd,1,,0,0,0,1,0,0,0,42,0
8476074017778235049,,,,,,,,,,,,5,1
8520152256224093844,,,1,680403.0,0,0,0,1,0,0,0,8,2
8769667986167900513,30.00,usd,2,556213.0,0,0,0,2,0,0,0,11,1
895579076282356729,30.00,usd,,,,,,,,,,1,2
9052727609201630352,15.00,usd,1,284401.0,0,0,0,1,0,0,0,0,1
9217881507981805138,9.00,usd,1,453612.0,0,0,0,1,0,0,0,9,2
938938779103841932,,,1,,0,0,0,1,0,0,0,0,1
-104578575874709523,9.00,usd,5,274531.0,0,2,0,3,0,0,0,27,2
-1246644034568965121,9.00,usd,4,430226.0,1,1,1,1,0,0,0,7,1
-154527333188772910,9.00,usd,,,,,,,,,,,
-1634277299061652836,30.00,usd,2,507621.0,1,0,0,1,0,0,0,,
-1666197780104892526,30.00,usd,3,372633.5,0,0,0,3,0,0,0,0,1
-1720662759379766601,9.00,usd,,,,,,,,,,1,1
-1753736389996067297,38.00,usd,1,,1,0,0,0,0,0,0,,
-191860093952200327,,,2,698415.0,0,0,0,2,0,0,0,0,1
-1983431258467321503,9.00,usd,,,,,,,,,,2,1
-2153389007914935891,50.00,usd,1,,0,1,0,0,0,0,0,14,1
-2418902611635067266,38.00,usd,1,,0,0,0,1,0,0,0,0,1
-2573734526868278760,18.00,usd,1,,0,0,0,1,0,0,0,0,2
-2585494665726888145,290.00,usd,1,223252.0,0,0,0,1,0,0,0,12,0
-2742775540077271291,19.00,usd,,,,,,,,,,16,0
-2784292392523656664,19.00,usd,2,446438.0,0,0,0,2,0,0,0,1,0
-2817386407426084964,19.00,usd,,,,,,,,,,0,1
-2847887551850691683,38.00,usd,5,408022.3333333333,0,1,0,4,0,0,0,6,2
-2863943788344790486,,,1,,0,0,0,1,0,0,0,0,1
-2948279611056172404,15.00,usd,,,,,,,,,,3,0
-3063200434219834845,,,1,507652.0,0,1,0,0,0,0,0,16,1
-3295604606660680623,,,3,354038.3333333333,0,0,1,2,0,0,0,0,3
-3330810401690484333,19.00,usd,1,,0,0,0,1,0,0,0,,
-353361732191043941,9.00,usd,1,198055.0,0,0,1,0,0,0,0,16,0
-3801079584708565712,15.00,usd,3,270034.5,0,2,0,1,0,0,0,9,1
-3839885590117089579,7.74,usd,1,640801.0,0,1,0,0,0,0,0,2,2
-3901613517167260381,15.00,usd,2,241239.0,0,0,1,1,0,0,0,2,0
-4095550428615613736,38.00,usd,1,79202.0,0,0,0,1,0,0,0,11,2
-4395315076445876053,15.00,usd,,,,,,,,,,,
-461428515886770413,,,,,,,,,,,,0,1
-4702049673868287493,19.00,usd,1,201613.0,0,0,1,0,0,0,0,0,1
-4972582682458244471,19.00,usd,,,,,,,,,,14,2
-4997853492198304835,40.00,usd,3,356435.6666666667,0,0,1,2,0,0,0,30,3
-5183983242844664032,19.00,usd,1,28806.0,0,0,1,0,0,0,0,0,2
-5382741382497865879,9.00,usd,,,,,,,,,,0,3
-5417024750935017226,19.00,usd,1,680411.0,0,1,0,0,0,0,0,11,0
-5498604193611180473,9.00,usd,1,691218.0,0,0,0,1,0,0,0,1,0
-5581367734255430707,0.00,usd,,,,,,,,,,7,0
-5605148554187780164,25.00,usd,8,225025.25,0,2,1,5,0,0,0,57,2
-6082035243720691337,200.00,usd,2,,0,2,0,0,0,0,0,5,2
-6422705939564495426,49.00,usd,1,,0,0,0,1,0,0,0,0,1
-6475174896137845722,200.00,usd,1,367227.0,0,0,0,1,0,0,0,1,2
-655304171600734528,30.00,usd,3,336611.0,0,0,0,3,0,0,0,3,0
-6596226041999139467,19.00,usd,2,,0,0,1,1,0,0,0,0,1
-6880439408036855808,,,1,,0,0,0,1,0,0,0,0,1
-714012581063299191,,,,,,,,,,,,5,1
-7278087700967125659,,,,,,,,,,,,7,1
-7438501979291848306,,,,,,,,,,,,0,1
-7632988874033728938,19.00,usd,,,,,,,,,,,
-7672942492358350256,,,,,,,,,,,,0,1
-7724975446032949736,15.00,usd,,,,,,,,,,2,1
-7864143800672534726,,,1,460857.0,0,0,0,1,0,0,0,2,2
-7882666030212756605,38.00,usd,1,446406.0,0,0,0,1,0,0,0,10,0
-8093227066296314589,9.00,usd,,,,,,,,,,0,1
-8243486478367993840,18.00,usd,4,488444.3333333333,0,1,0,3,0,0,0,0,1
-825619865041722809,1.39,usd,2,291646.5,0,1,0,1,0,0,0,6,0
-8381449463919491088,0.00,usd,,,,,,,,,,0,1
-8397004229971766017,15.00,usd,,,,,,,,,,0,1
-8569688827141930110,38.00,usd,4,534633.5,0,0,1,3,0,0,0,0,1
-8803183813787691835,19.00,usd,1,,0,1,0,0,0,0,0,7,1
-89262911222070091,385.00,usd,1,475217.0,0,0,1,0,0,0,0,12,2
-8986663352640136486,9.00,usd,1,500459.0,0,0,0,1,0,0,0,0,2
-9052946296951123907,18.00,usd,,,,,,,,,,1,0
-908941860342449384,9.00,usd,3,522040.5,0,0,0,3,0,0,0,13,1
-9111521939685079367,18.00,usd,4,550824.0,0,0,0,4,0,0,0,7,1
-9191388324304929131,58.00,usd,3,338432.0,0,2,1,0,0,0,0,2,1
1062349983940146413,,,,,,,,,,,,6,1
1082655528735784129,,,1,237639.0,0,0,0,1,0,0,0,4,0
12273688131161546,,,,,,,,,,,,6,1
1270071091917794961,18.00,usd,1,460828.0,0,0,0,1,0,0,0,22,3
1366755383956450154,29.00,usd,,,,,,,,,,11,1
1490371295140056084,,,,,,,,,,,,4,1
1503896019929270311,9.00,usd,2,446442.0,0,0,0,2,0,0,0,1,0
1506956547340646275,25.00,usd,3,511238.0,0,0,0,3,0,0,0,19,0
1589412931976293473,90.00,usd,,,,,,,,,,,
1952553529164604707,,,2,505842.5,0,0,0,2,0,0,0,0,1
2076051157409496808,,,2,,0,1,0,1,0,0,0,,
2086702585344677716,,,1,644426.0,0,0,0,1,0,0,0,2,1
2152918655199247146,0.00,usd,2,,0,1,0,1,0,0,0,6,1
2206102712875182012,99.00,usd,6,409532.25,0,1,0,5,0,0,0,0,1
222102952554058527,,,2,712801.0,0,0,0,2,0,0,0,0,1
2264427234467931711,,,,,,,,,,,,2,2
237111266881796970,9.00,usd,1,,0,0,0,1,0,0,0,7,1
2391767867368016590,,,,,,,,,,,,0,1
2426991120019604465,9.00,usd,3,230415.0,0,2,0,1,0,0,0,,
244236701687621558,30.00,usd,,,,,,,,,,25,1
246681682973699228,,,1,619201.0,0,0,0,1,0,0,0,9,1
2521937579312618498,30.00,usd,3,284421.0,0,1,0,2,0,0,0,56,3
2675277980290800869,40.00,usd,1,331242.0,0,0,0,1,0,0,0,21,3
2694756432006824500,50.00,usd,1,,0,0,0,1,0,0,0,,
2770264589483023144,29.00,usd,1,460847.0,0,0,1,0,0,0,0,0,1
2842114676532446293,299.96,usd,1,147614.0,0,0,0,1,0,0,0,36,0
2886906267573586536,38.00,usd,1,658810.0,0,1,0,0,0,0,0,36,2
2928897223609428530,19.26,usd,1,234023.0,0,1,0,0,0,0,0,2,0
3336127144068134441,,,1,,0,0,1,0,0,0,0,5,0
3361111989905900257,9.00,usd,,,,,,,,,,,
3558948435304825290,49.00,usd,,,,,,,,,,13,1
3622367650546222437,15.00,usd,1,594057.0,1,0,0,0,0,0,0,11,1
3695528671883094201,30.00,usd,3,419428.0,0,0,0,3,0,0,0,14,2
3707292602294216304,,,,,,,,,,,,3,0
3834978345232996415,15.00,usd,1,331223.0,0,0,0,1,0,0,0,38,1
3852471753982477672,,,4,541225.0,1,1,0,2,0,0,0,0,2
4152149978871577563,9.00,usd,1,327630.0,0,0,0,1,0,0,0,0,1
4223115081050736839,25.00,usd,1,547240.0,0,1,0,0,0,0,0,5,0
4237165281248922726,19.00,usd,4,308442.6666666667,0,1,1,2,0,0,0,17,0
441969248788001040,25.00,usd,1,219650.0,0,0,0,1,0,0,0,1,1
